Cliente,Marca1,Marca2,Marca3,Marca_Inno1,Marca_Inno2
16156,0.1168,0.0099,0.1621,0.234,0.234
16157,0.1168,0.0099,0.1621,0.2195,0.2195
16164,0.1283,0.0099,0.6249,0.2195,0.2195
16165,0.1283,0.0099,0.5962,0.2195,0.2195
16167,0.1283,0.0099,0.5962,0.2588,0.2588
16168,0.1283,0.0099,0.1454,0.2588,0.2588
16170,0.1343,0.0099,0.4227,0.2588,0.2588
16175,0.1252,0.0099,0.1532,0.214,0.214
16176,0.1252,0.0099,0.1532,0.214,0.214
16177,0.1252,0.0099,0.1259,0.214,0.214
16182,0.1546,0.0099,0.1131,0.214,0.214
16185,0.1546,0.0099,0.1131,0.1782,0.1782
16188,0.1546,0.0099,0.1131,0.1782,0.1782
16193,0.2203,0.0099,0.3289,0.1782,0.1782
16195,0.107,0.0099,0.2197,0.1782,0.1782
16197,0.107,0.0099,0.5198,0.1782,0.1782
16198,0.107,0.0099,0.5198,0.2017,0.2017
16199,0.107,0.0099,0.5198,0.2017,0.2017
16210,0.0815,0.0218,0.1711,0.2575,0.2575
16219,0.0815,0.1646,0.4127,0.2347,0.2347
16222,0.1439,0.073,0.1471,0.2347,0.2347
16229,0.1439,0.0654,0.1471,0.2097,0.2097
16233,0.1439,0.0113,0.1471,0.2097,0.2097
16236,0.1439,0.0113,0.1471,0.2337,0.2337
16238,0.1439,0.0113,0.1285,0.2337,0.2337
16241,0.2293,0.0113,0.1285,0.3168,0.3168
16245,0.1119,0.0113,0.2375,0.3689,0.3689
16247,0.1119,0.0113,0.2375,0.3689,0.3689
16248,0.1119,0.0113,0.2375,0.3689,0.3689
16251,0.1119,0.0113,0.1749,0.4083,0.4083
16252,0.1119,0.0113,0.1749,0.4083,0.4083
16253,0.1119,0.0113,0.1517,0.3583,0.3583
16266,0.1119,0.0124,0.2202,0.3824,0.3824
16268,0.1119,0.0124,0.3042,0.3824,0.3824
16269,0.1119,0.0124,0.3042,0.3824,0.3824
16271,0.1119,0.0124,0.3042,0.3824,0.3824
16272,0.0686,0.0124,0.2122,0.3824,0.3824
16281,0.0686,0.0124,0.1699,0.2748,0.2748
16282,0.0686,0.0124,0.1699,0.2748,0.2748
16283,0.0686,0.0124,0.1699,0.2748,0.2748
16292,0.096,0.0191,0.2284,0.2748,0.2748
16299,0.096,0.0152,0.1498,0.3219,0.3219
16315,0.1282,0.0152,0.4076,0.1667,0.1667
16319,0.1282,0.0152,0.2786,0.1667,0.1667
16324,0.113,0.0152,0.3679,0.1667,0.1667
16329,0.113,0.1428,0.2736,0.2404,0.2404
16335,0.1485,0.0328,0.1978,0.2188,0.2188
16337,0.1485,0.0328,0.1978,0.2188,0.2188
16339,0.1485,0.0328,0.2578,0.2188,0.2188
16343,0.1485,0.0328,0.3072,0.2063,0.2063
16348,0.1485,0.0328,0.1697,0.2063,0.2063
16357,0.1623,0.0138,0.1298,0.2063,0.2063
16367,0.1623,0.0138,0.1476,0.1481,0.1481
16378,0.12,0.0138,0.2809,0.1481,0.1481
16380,0.12,0.0212,0.2009,0.1481,0.1481
16388,0.1247,0.0212,0.2242,0.1481,0.1481
16392,0.1247,0.018,0.2681,0.3035,0.3035
16403,0.1953,0.018,0.1929,0.3035,0.3035
16406,0.2836,0.018,0.2494,0.3035,0.3035
16410,0.299,0.0555,0.2494,0.3035,0.3035
16411,0.299,0.0555,0.1828,0.3035,0.3035
16415,0.299,0.0481,0.1828,0.3035,0.3035
16417,0.299,0.1548,0.2506,0.3035,0.3035
16419,0.299,0.1859,0.2506,0.2192,0.2192
16422,0.299,0.0228,0.1768,0.2192,0.2192
16428,0.0906,0.0228,0.2647,0.2192,0.2192
16433,0.0906,0.0228,0.2647,0.2192,0.2192
16438,0.0906,0.1404,0.2135,0.379,0.379
16444,0.0906,0.0591,0.1527,0.379,0.379
16446,0.0906,0.0591,0.1527,0.379,0.379
16458,0.0906,0.1259,0.572,0.379,0.379
16462,0.0906,0.0455,0.572,0.379,0.379
16467,0.0906,0.0455,0.1915,0.379,0.379
16477,0.0906,0.0307,0.1397,0.1702,0.1702
16494,0.0771,0.0278,0.3827,0.1702,0.1702
16500,0.0771,0.0278,0.1938,0.2801,0.2801
16503,0.0771,0.0278,0.1938,0.2801,0.2801
16506,0.1544,0.057,0.3201,0.2801,0.2801
16507,0.1544,0.057,0.3201,0.2801,0.2801
16511,0.1544,0.057,0.2128,0.2801,0.2801
16522,0.1544,0.0502,0.2289,0.2801,0.2801
16523,0.1544,0.0637,0.2289,0.2801,0.2801
16526,0.1544,0.0247,0.2385,0.2801,0.2801
16529,0.1544,0.0247,0.2544,0.2987,0.2987
16531,0.1544,0.0247,0.2544,0.2987,0.2987
16532,0.1544,0.0247,0.1863,0.2987,0.2987
16538,0.1368,0.0247,0.2959,0.2987,0.2987
16539,0.1368,0.0247,0.2959,0.2987,0.2987
16540,0.1368,0.0247,0.2959,0.2987,0.2987
16546,0.1368,0.0477,0.2391,0.2987,0.2987
16549,0.1678,0.0549,0.1962,0.2987,0.2987
16550,0.1678,0.0549,0.1962,0.2987,0.2987
16553,0.1771,0.0313,0.2897,0.2987,0.2987
16555,0.1771,0.0199,0.2897,0.3568,0.3568
16559,0.1771,0.0199,0.2574,0.3568,0.3568
16563,0.1771,0.0199,0.2574,0.3568,0.3568
16566,0.1771,0.0199,0.1983,0.3568,0.3568
16572,0.2722,0.0325,0.2632,0.2477,0.2477
16573,0.2722,0.0325,0.2632,0.2477,0.2477
16574,0.2722,0.0669,0.2632,0.2477,0.2477
16575,0.2722,0.0669,0.2632,0.2477,0.2477
16583,0.2722,0.014,0.2375,0.2477,0.2477
16585,0.2722,0.014,0.2375,0.2477,0.2477
16589,0.1011,0.014,0.2375,0.2477,0.2477
16590,0.1011,0.014,0.2375,0.2477,0.2477
16591,0.1011,0.014,0.2375,0.2477,0.2477
16599,0.1011,0.014,0.2375,0.3094,0.3094
16601,0.1011,0.014,0.2375,0.3094,0.3094
16608,0.1011,0.014,0.2375,0.3094,0.3094
16611,0.1011,0.014,0.2375,0.3094,0.3094
16612,0.1011,0.014,0.2375,0.3094,0.3094
16614,0.1011,0.014,0.2375,0.2373,0.2373
16619,0.1011,0.014,0.2375,0.2373,0.2373
16621,0.1011,0.014,0.2375,0.2373,0.2373
16626,0.1011,0.014,0.2375,0.312,0.312
16648,0.2264,0.0292,0.2375,0.3986,0.3986
16651,0.2264,0.0292,0.2375,0.3986,0.3986
16662,0.2264,0.0539,0.3115,0.1358,0.1358
16675,0.3082,0.1129,0.3115,0.2085,0.2085
16683,0.258,0.086,0.1533,0.2085,0.2085
16691,0.258,0.1065,0.5374,0.2957,0.2957
16692,0.258,0.0544,0.5374,0.2957,0.2957
16695,0.3128,0.0544,0.4404,0.2957,0.2957
16697,0.3128,0.0316,0.181,0.2957,0.2957
16702,0.1859,0.0153,0.181,0.2957,0.2957
16718,0.1859,0.0153,0.181,0.1327,0.1327
16734,0.1635,0.0275,0.2358,0.304,0.304
16742,0.0803,0.0275,0.192,0.304,0.304
16750,0.0803,0.0747,0.192,0.304,0.304
16754,0.0803,0.0747,0.2875,0.304,0.304
16756,0.0803,0.0169,0.2875,0.304,0.304
16760,0.0803,0.0169,0.1603,0.304,0.304
16764,0.0803,0.0169,0.1892,0.304,0.304
16767,0.0929,0.0169,0.1892,0.304,0.304
16768,0.0929,0.0169,0.1892,0.304,0.304
16770,0.0929,0.0169,0.1892,0.304,0.304
16773,0.0929,0.0169,0.1892,0.304,0.304
16779,0.0929,0.0169,0.2099,0.304,0.304
16788,0.127,0.0169,0.2099,0.2721,0.2721
16793,0.127,0.0169,0.2099,0.2721,0.2721
16796,0.127,0.0169,0.2099,0.2123,0.2123
16798,0.127,0.0169,0.1755,0.2123,0.2123
16811,0.127,0.0434,0.1449,0.1952,0.1952
16823,0.1437,0.0361,0.2365,0.2325,0.2325
16828,0.1437,0.0162,0.2365,0.2325,0.2325
16831,0.1437,0.0162,0.2009,0.2325,0.2325
16833,0.1437,0.0162,0.3222,0.2325,0.2325
16837,0.0725,0.0132,0.2294,0.1855,0.1855
16841,0.0725,0.0132,0.2294,0.1855,0.1855
16843,0.0725,0.0132,0.2294,0.1855,0.1855
16844,0.0725,0.0132,0.2294,0.1855,0.1855
16859,0.0725,0.0132,0.2968,0.3444,0.3444
16862,0.2348,0.0491,0.2968,0.3444,0.3444
16863,0.2348,0.0491,0.2968,0.3444,0.3444
16868,0.2348,0.0491,0.2229,0.2559,0.2559
16870,0.2348,0.0327,0.1871,0.2559,0.2559
16876,0.2145,0.0405,0.3222,0.1671,0.1671
16878,0.2145,0.0405,0.3222,0.1671,0.1671
16880,0.2335,0.0405,0.2019,0.1671,0.1671
16891,0.219,0.1243,0.2419,0.2127,0.2127
16892,0.219,0.1243,0.2651,0.2127,0.2127
16901,0.0976,0.0233,0.1946,0.2127,0.2127
16904,0.0976,0.0233,0.1946,0.2127,0.2127
16906,0.0976,0.0233,0.3371,0.2127,0.2127
16909,0.0976,0.0233,0.3371,0.1808,0.1808
16912,0.0976,0.0399,0.2251,0.1808,0.1808
16916,0.0648,0.0399,0.2251,0.1808,0.1808
16921,0.0573,0.0197,0.2502,0.1952,0.1952
16932,0.0573,0.0197,0.2574,0.2377,0.2377
16933,0.0573,0.0197,0.2574,0.2377,0.2377
16938,0.0573,0.008,0.2574,0.2377,0.2377
16939,0.0573,0.008,0.2574,0.2377,0.2377
16947,0.0573,0.008,0.2574,0.1487,0.1487
16956,0.1704,0.008,0.1793,0.1487,0.1487
16963,0.2172,0.008,0.2043,0.1898,0.1898
16967,0.2172,0.008,0.2389,0.1898,0.1898
16973,0.2172,0.008,0.1867,0.1898,0.1898
16976,0.1732,0.008,0.1867,0.3272,0.3272
16977,0.1732,0.008,0.2543,0.3272,0.3272
16979,0.0934,0.008,0.2543,0.3272,0.3272
16985,0.0934,0.01,0.2543,0.3272,0.3272
16992,0.0934,0.01,0.235,0.3721,0.3721
16997,0.0934,0.01,0.3548,0.3466,0.3466
17002,0.0934,0.01,0.2326,0.3466,0.3466
17003,0.0934,0.01,0.2326,0.3466,0.3466
17011,0.1372,0.01,0.2164,0.3128,0.3128
17012,0.1372,0.01,0.2869,0.3128,0.3128
17015,0.1156,0.0139,0.2869,0.2723,0.2723
17029,0.1362,0.0177,0.2916,0.2357,0.2357
17031,0.1362,0.0177,0.2916,0.2357,0.2357
17044,0.1715,0.0252,0.1744,0.2474,0.2474
17046,0.1715,0.0252,0.1744,0.2474,0.2474
17050,0.1715,0.0252,0.2366,0.2474,0.2474
17057,0.1715,0.0398,0.1539,0.2474,0.2474
17065,0.0945,0.0331,0.2773,0.2039,0.2039
17077,0.0945,0.0227,0.3432,0.2883,0.2883
17078,0.0945,0.0227,0.3432,0.2883,0.2883
17080,0.0945,0.0227,0.3432,0.2883,0.2883
17086,0.0945,0.0214,0.2093,0.2154,0.2154
17089,0.0945,0.0236,0.3242,0.2154,0.2154
17092,0.0945,0.0199,0.3242,0.2154,0.2154
17094,0.0945,0.0171,0.2445,0.2154,0.2154
17097,0.3421,0.0171,0.1971,0.2154,0.2154
17101,0.3421,0.0188,0.1672,0.2154,0.2154
17102,0.3421,0.0188,0.1672,0.2515,0.2515
17103,0.3421,0.0188,0.2197,0.2515,0.2515
17105,0.3421,0.0188,0.2197,0.3394,0.3394
17106,0.3421,0.0188,0.2197,0.3394,0.3394
17107,0.3421,0.0188,0.2197,0.3394,0.3394
17109,0.2032,0.0188,0.2197,0.3394,0.3394
17112,0.2032,0.0279,0.1921,0.3394,0.3394
17113,0.2032,0.0159,0.1921,0.3394,0.3394
17130,0.1416,0.0159,0.2445,0.2122,0.2122
17134,0.2104,0.0091,0.154,0.2122,0.2122
17135,0.2104,0.0091,0.154,0.2122,0.2122
17141,0.2104,0.0091,0.2758,0.2733,0.2733
17143,0.2104,0.0091,0.2758,0.2733,0.2733
17145,0.2104,0.0091,0.2758,0.2733,0.2733
17151,0.2104,0.0091,0.2758,0.1988,0.1988
17163,0.1426,0.0058,0.2363,0.1688,0.1688
17168,0.1426,0.0058,0.2013,0.1688,0.1688
17170,0.1426,0.0058,0.1743,0.1688,0.1688
17175,0.1255,0.0058,0.3059,0.1823,0.1823
17176,0.1255,0.0058,0.3059,0.1823,0.1823
17177,0.1255,0.0058,0.3059,0.1823,0.1823
17181,0.1255,0.0058,0.2247,0.1614,0.1614
17191,0.1659,0.0058,0.1901,0.3153,0.3153
17192,0.1659,0.0058,0.3129,0.3902,0.3902
17194,0.1659,0.0058,0.3129,0.3902,0.3902
17197,0.1659,0.0058,0.3129,0.3902,0.3902
17200,0.1659,0.0058,0.3129,0.3902,0.3902
17202,0.1659,0.0058,0.1968,0.3902,0.3902
17205,0.1659,0.0058,0.1968,0.3902,0.3902
17213,0.1659,0.0058,0.219,0.1918,0.1918
17215,0.2271,0.0244,0.2383,0.1918,0.1918
17220,0.2025,0.0244,0.1878,0.1918,0.1918
17226,0.2025,0.0244,0.3845,0.3265,0.3265
17229,0.2025,0.1202,0.3845,0.3713,0.3713
17235,0.1131,0.0317,0.1949,0.3713,0.3713
17236,0.1022,0.0317,0.1949,0.3713,0.3713
17245,0.1022,0.0234,0.1658,0.2411,0.2411
17248,0.1022,0.0234,0.1658,0.2411,0.2411
17254,0.1022,0.014,0.2047,0.2411,0.2411
17258,0.1022,0.014,0.2182,0.1915,0.1915
17262,0.1022,0.014,0.1641,0.2328,0.2328
17263,0.1022,0.014,0.1641,0.2328,0.2328
17270,0.1022,0.014,0.1936,0.2328,0.2328
17274,0.1022,0.0186,0.1936,0.2809,0.2809
17294,0.2283,0.0242,0.2079,0.0636,0.0636
17303,0.2495,0.0183,0.1604,0.0636,0.0636
17304,0.2495,0.0183,0.1604,0.0636,0.0636
17305,0.2495,0.0147,0.1604,0.0636,0.0636
17306,0.2556,0.0147,0.2276,0.0636,0.0636
17307,0.2556,0.0147,0.2276,0.1024,0.1024
17316,0.2556,0.0155,0.2984,0.1703,0.1703
17317,0.2556,0.0155,0.2984,0.1703,0.1703
17318,0.2556,0.0155,0.2984,0.1884,0.1884
17319,0.2556,0.0155,0.1868,0.1884,0.1884
17320,0.2556,0.0171,0.1868,0.1884,0.1884
17337,0.1751,0.0096,0.2332,0.0916,0.0916
17340,0.1751,0.0096,0.2332,0.1511,0.1511
17344,0.1363,0.0096,0.2332,0.1716,0.1716
17345,0.1363,0.0096,0.2332,0.1716,0.1716
17358,0.1537,0.0096,0.2947,0.2304,0.2304
17369,0.1198,0.0109,0.3526,0.2304,0.2304
17371,0.1198,0.0109,0.2936,0.2304,0.2304
17376,0.1312,0.0109,0.2164,0.1208,0.1208
17378,0.1312,0.0109,0.2164,0.1208,0.1208
17383,0.1312,0.0193,0.3003,0.1039,0.1039
17384,0.1312,0.0193,0.3003,0.1039,0.1039
17386,0.1504,0.0193,0.2439,0.1039,0.1039
17387,0.1504,0.0193,0.2439,0.1442,0.1442
17390,0.1504,0.0193,0.2439,0.1442,0.1442
17391,0.1504,0.0356,0.2439,0.1442,0.1442
17393,0.1504,0.0227,0.2439,0.1973,0.1973
17400,0.1116,0.0227,0.2439,0.208,0.208
17402,0.1116,0.0227,0.29,0.208,0.208
17410,0.1116,0.0227,0.1958,0.18,0.18
17414,0.1116,0.0227,0.2468,0.18,0.18
17422,0.1116,0.021,0.2937,0.275,0.275
17427,0.1116,0.021,0.2937,0.275,0.275
17428,0.1116,0.021,0.2937,0.275,0.275
17431,0.1116,0.021,0.2937,0.275,0.275
17436,0.1116,0.0329,0.1952,0.275,0.275
17437,0.1116,0.0329,0.1952,0.275,0.275
17446,0.1947,0.0295,0.317,0.275,0.275
17450,0.1947,0.0276,0.1835,0.1906,0.1906
17459,0.1947,0.0249,0.2107,0.3333,0.3333
17469,0.1947,0.0249,0.339,0.3333,0.3333
17470,0.1947,0.0249,0.339,0.3333,0.3333
17476,0.1629,0.0118,0.2218,0.421,0.421
17477,0.1629,0.0118,0.2218,0.3563,0.3563
17478,0.1629,0.0118,0.2218,0.2761,0.2761
17487,0.1629,0.0107,0.2737,0.2488,0.2488
17489,0.1629,0.0107,0.2737,0.2073,0.2073
17491,0.1629,0.0107,0.2737,0.2073,0.2073
17494,0.1629,0.0107,0.2191,0.2073,0.2073
17497,0.1629,0.0107,0.2191,0.2073,0.2073
17503,0.0956,0.0121,0.3046,0.1562,0.1562
17509,0.0956,0.0121,0.3046,0.1308,0.1308
17513,0.0956,0.0121,0.194,0.1308,0.1308
17515,0.0956,0.0082,0.194,0.1308,0.1308
17523,0.1412,0.0082,0.2789,0.1308,0.1308
17525,0.1412,0.0082,0.2789,0.203,0.203
17532,0.1902,0.0082,0.2047,0.203,0.203
17542,0.1902,0.0082,0.2603,0.4392,0.4392
17543,0.1902,0.0082,0.2603,0.4392,0.4392
17545,0.1186,0.0082,0.2603,0.4392,0.4392
17548,0.1186,0.0082,0.1985,0.4101,0.4101
17553,0.1186,0.0082,0.1985,0.4614,0.4614
17554,0.1186,0.0082,0.1985,0.4614,0.4614
17556,0.0888,0.0082,0.1985,0.4614,0.4614
17560,0.0888,0.0082,0.3643,0.3935,0.3935
17561,0.0888,0.0082,0.3643,0.3935,0.3935
17563,0.0888,0.0082,0.3643,0.3252,0.3252
17565,0.0888,0.0082,0.3643,0.169,0.169
17572,0.0888,0.0082,0.2853,0.1801,0.1801
17576,0.0888,0.0082,0.2853,0.2394,0.2394
17588,0.0888,0.0103,0.3264,0.306,0.306
17595,0.0888,0.0103,0.2995,0.2632,0.2632
17596,0.0888,0.0103,0.2995,0.1967,0.1967
17601,0.1283,0.0103,0.127,0.166,0.166
17608,0.1283,0.0061,0.1937,0.2137,0.2137
17620,0.2361,0.0061,0.1198,0.3171,0.3171
17621,0.2361,0.0061,0.1198,0.3171,0.3171
17628,0.1988,0.0061,0.207,0.1628,0.1628
17629,0.1988,0.0061,0.207,0.1628,0.1628
17640,0.1326,0.0061,0.207,0.1821,0.1821
17641,0.1326,0.0061,0.207,0.1821,0.1821
17646,0.1326,0.0061,0.207,0.1821,0.1821
17647,0.1326,0.0061,0.207,0.1821,0.1821
17652,0.1515,0.0061,0.207,0.167,0.167
17661,0.1515,0.0061,0.1253,0.167,0.167
17670,0.1515,0.0249,0.2445,0.2205,0.2205
17674,0.1515,0.0249,0.2445,0.2205,0.2205
17677,0.1899,0.0328,0.2445,0.1803,0.1803
17680,0.1899,0.0296,0.112,0.1803,0.1803
17685,0.1899,0.0296,0.112,0.1591,0.1591
17686,0.1899,0.0296,0.112,0.1591,0.1591
17688,0.1899,0.0296,0.3597,0.2568,0.2568
17693,0.0787,0.0296,0.3597,0.3292,0.3292
17699,0.0787,0.0296,0.3058,0.4999,0.4999
17700,0.0787,0.0296,0.3058,0.4999,0.4999
17702,0.0787,0.0296,0.2753,0.4999,0.4999
17704,0.0787,0.0296,0.2753,0.4999,0.4999
17705,0.0787,0.0296,0.2753,0.341,0.341
17708,0.0787,0.0296,0.3093,0.4371,0.4371
17711,0.0787,0.0296,0.3093,0.4371,0.4371
17712,0.0787,0.085,0.3093,0.4371,0.4371
17713,0.0787,0.085,0.3093,0.4371,0.4371
17726,0.0787,0.0102,0.3026,0.328,0.328
17728,0.0787,0.0102,0.3026,0.328,0.328
17730,0.1082,0.0102,0.3026,0.328,0.328
17734,0.1082,0.0102,0.2162,0.1673,0.1673
17751,0.1082,0.0102,0.2377,0.1047,0.1047
17754,0.1082,0.0102,0.1352,0.1047,0.1047
17772,0.1054,0.0088,0.2084,0.0702,0.0702
17777,0.1054,0.0088,0.288,0.0702,0.0702
17781,0.1302,0.0088,0.228,0.0702,0.0702
17786,0.2266,0.0088,0.1314,0.1845,0.1845
17791,0.2774,0.0143,0.1314,0.1845,0.1845
17797,0.3447,0.0143,0.3695,0.3027,0.3027
17798,0.3447,0.0439,0.3695,0.3027,0.3027
17799,0.3447,0.0439,0.3695,0.3027,0.3027
17804,0.2044,0.0439,0.3695,0.3027,0.3027
17811,0.2044,0.021,0.1547,0.1482,0.1482
17813,0.2044,0.021,0.1547,0.1482,0.1482
17821,0.1169,0.0098,0.2757,0.1383,0.1383
17823,0.1169,0.0098,0.2757,0.1383,0.1383
17827,0.1169,0.0098,0.3147,0.3289,0.3289
17836,0.1591,0.0098,0.2414,0.3289,0.3289
17839,0.1591,0.0098,0.2526,0.289,0.289
17845,0.1992,0.0098,0.2672,0.289,0.289
17846,0.1992,0.0098,0.2672,0.1553,0.1553
17849,0.1992,0.0098,0.3274,0.1553,0.1553
17851,0.1992,0.0098,0.3274,0.1553,0.1553
17855,0.1229,0.0098,0.1599,0.1553,0.1553
17864,0.1229,0.0104,0.1788,0.1408,0.1408
17869,0.1229,0.0104,0.1788,0.0879,0.0879
17884,0.0988,0.0049,0.2657,0.0879,0.0879
17886,0.0988,0.0049,0.2657,0.3422,0.3422
17887,0.113,0.0049,0.2657,0.3422,0.3422
17889,0.113,0.0049,0.2657,0.3422,0.3422
17890,0.113,0.0049,0.2657,0.3422,0.3422
17898,0.113,0.0049,0.2256,0.363,0.363
17905,0.1059,0.0049,0.2256,0.2429,0.2429
17909,0.1059,0.0049,0.2256,0.2429,0.2429
17916,0.0946,0.0049,0.135,0.2429,0.2429
17922,0.1138,0.0049,0.135,0.107,0.107
17931,0.1037,0.0049,0.2962,0.1787,0.1787
17932,0.1037,0.0049,0.3275,0.1787,0.1787
17935,0.1037,0.0049,0.3875,0.247,0.247
17936,0.1037,0.0049,0.3875,0.247,0.247
17938,0.2743,0.0049,0.3875,0.247,0.247
17940,0.2354,0.0049,0.3875,0.247,0.247
17950,0.213,0.0049,0.1522,0.2683,0.2683
17951,0.213,0.0049,0.1522,0.2683,0.2683
17953,0.213,0.0049,0.2235,0.2683,0.2683
17956,0.213,0.0049,0.2235,0.2683,0.2683
17960,0.1315,0.0049,0.1779,0.2683,0.2683
17985,0.0756,0.0049,0.1775,0.1579,0.1579
17997,0.2111,0.0049,0.3136,0.102,0.102
17998,0.2111,0.0049,0.3136,0.102,0.102
17999,0.2111,0.0049,0.3136,0.102,0.102
18004,0.1212,0.0049,0.3136,0.102,0.102
18007,0.1212,0.0049,0.1664,0.102,0.102
18011,0.1404,0.023,0.1664,0.188,0.188
18012,0.1404,0.023,0.2171,0.188,0.188
18022,0.2329,0.023,0.2882,0.1507,0.1507
18024,0.2329,0.023,0.2882,0.1507,0.1507
18030,0.257,0.023,0.1775,0.2385,0.2385
18034,0.257,0.1385,0.3884,0.2385,0.2385
18038,0.257,0.068,0.3884,0.2955,0.2955
18043,0.1049,0.068,0.3884,0.2955,0.2955
18048,0.1049,0.0243,0.445,0.1998,0.1998
18049,0.1049,0.0243,0.445,0.1998,0.1998
18053,0.1388,0.0167,0.2654,0.1998,0.1998
18054,0.1388,0.0167,0.2654,0.1998,0.1998
18055,0.1388,0.0167,0.1879,0.1998,0.1998
18057,0.1388,0.0167,0.1879,0.1998,0.1998
18058,0.2203,0.0167,0.1879,0.2425,0.2425
18059,0.2203,0.0167,0.1879,0.2425,0.2425
18060,0.2203,0.0167,0.2028,0.2081,0.2081
18062,0.1991,0.0167,0.2028,0.2081,0.2081
18063,0.1691,0.0167,0.2028,0.2081,0.2081
18065,0.1691,0.0167,0.3086,0.2081,0.2081
18068,0.1691,0.0167,0.3086,0.2081,0.2081
18070,0.1691,0.0167,0.3816,0.2081,0.2081
18072,0.1691,0.0167,0.3816,0.2081,0.2081
18073,0.1859,0.0167,0.3816,0.1619,0.1619
18084,0.1669,0.0039,0.3524,0.1219,0.1219
18089,0.1669,0.0039,0.2735,0.1219,0.1219
18090,0.1669,0.0039,0.2735,0.215,0.215
18091,0.2786,0.0039,0.2088,0.215,0.215
18095,0.2786,0.0039,0.2257,0.266,0.266
18096,0.2786,0.0039,0.2257,0.266,0.266
18104,0.2022,0.0039,0.2257,0.266,0.266
18106,0.2022,0.0039,0.1773,0.266,0.266
18107,0.2022,0.0039,0.1773,0.266,0.266
18109,0.2022,0.0039,0.1773,0.266,0.266
18110,0.2022,0.0039,0.1145,0.266,0.266
18114,0.0892,0.0039,0.1145,0.1592,0.1592
18122,0.0892,0.0039,0.5758,0.1592,0.1592
18124,0.0892,0.0039,0.5758,0.1592,0.1592
18129,0.1227,0.0039,0.5758,0.1592,0.1592
18137,0.1227,0.0039,0.3449,0.3233,0.3233
18138,0.134,0.0039,0.3449,0.3233,0.3233
18141,0.1868,0.0039,0.3018,0.3233,0.3233
18143,0.1868,0.0039,0.3018,0.3233,0.3233
18144,0.1868,0.0039,0.3018,0.3233,0.3233
18146,0.2136,0.0039,0.3018,0.3233,0.3233
18158,0.2001,0.0039,0.3554,0.1471,0.1471
18161,0.1076,0.0081,0.3554,0.1471,0.1471
18166,0.1076,0.0081,0.3554,0.1893,0.1893
18180,0.1457,0.0081,0.273,0.3619,0.3619
18183,0.1457,0.0081,0.273,0.3619,0.3619
18185,0.2788,0.0081,0.3735,0.3619,0.3619
18186,0.2788,0.0081,0.3735,0.3619,0.3619
18190,0.2788,0.0081,0.332,0.3277,0.3277
18193,0.2011,0.0081,0.332,0.2839,0.2839
18198,0.2011,0.0081,0.2291,0.1399,0.1399
18199,0.2011,0.0081,0.2291,0.1399,0.1399
18205,0.2482,0.0081,0.2676,0.1399,0.1399
18219,0.1009,0.0081,0.1097,0.1148,0.1148
18222,0.1009,0.0081,0.1532,0.1148,0.1148
18225,0.0811,0.0081,0.2567,0.1148,0.1148
18232,0.0811,0.0081,0.2235,0.2107,0.2107
18239,0.0811,0.0081,0.2235,0.2107,0.2107
18242,0.0811,0.0081,0.2934,0.2107,0.2107
18244,0.1736,0.0081,0.2428,0.2107,0.2107
18245,0.1736,0.0081,0.2428,0.2107,0.2107
18250,0.1736,0.0081,0.2428,0.1464,0.1464
18253,0.1736,0.0081,0.2428,0.1464,0.1464
18255,0.2463,0.0081,0.3099,0.1464,0.1464
18259,0.2463,0.0081,0.3099,0.1464,0.1464
18265,0.1277,0.0081,0.1942,0.1464,0.1464
18270,0.1103,0.0081,0.156,0.1464,0.1464
18275,0.1023,0.0081,0.156,0.173,0.173
18278,0.1023,0.0081,0.236,0.173,0.173
18287,0.1156,0.0081,0.2766,0.173,0.173
18296,0.0916,0.0164,0.1181,0.0995,0.0995
18314,0.1026,0.0164,0.1181,0.159,0.159
18327,0.1548,0.0289,0.1181,0.159,0.159
18328,0.2383,0.0289,0.1181,0.159,0.159
18329,0.2383,0.0289,0.2164,0.159,0.159
18339,0.1933,0.0289,0.3411,0.159,0.159
18340,0.1933,0.0289,0.3411,0.159,0.159
18341,0.1933,0.0289,0.3411,0.159,0.159
18354,0.2701,0.0481,0.196,0.2355,0.2355
18355,0.1985,0.0481,0.196,0.2355,0.2355
18356,0.1985,0.0481,0.2292,0.2355,0.2355
18358,0.2174,0.0481,0.2292,0.2355,0.2355
18369,0.1134,0.0138,0.2292,0.2355,0.2355
18370,0.1134,0.0138,0.203,0.2355,0.2355
18377,0.1134,0.0138,0.25,0.1842,0.1842
18378,0.1134,0.0138,0.25,0.1842,0.1842
18381,0.1292,0.0138,0.345,0.1842,0.1842
18385,0.1637,0.0138,0.345,0.1842,0.1842
18392,0.1449,0.0126,0.2107,0.1842,0.1842
18393,0.1449,0.0126,0.2107,0.1842,0.1842
18394,0.1449,0.0101,0.2107,0.1842,0.1842
18400,0.1449,0.0101,0.2107,0.1842,0.1842
18404,0.1449,0.0073,0.2107,0.1842,0.1842
18406,0.1315,0.0073,0.2107,0.1842,0.1842
18412,0.1315,0.0073,0.1901,0.1842,0.1842
18414,0.1315,0.0073,0.1901,0.1842,0.1842
18416,0.2136,0.0073,0.1901,0.1671,0.1671
18418,0.2136,0.0073,0.1901,0.1671,0.1671
18424,0.2136,0.0073,0.1901,0.1671,0.1671
